Reviewer1;key;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
N;journals/nar/WangXTYGC17;PIECE 2.0: an update for the plant gene structure comparison and evolution database.;Yi Wang , Ling Xu, Roger Thilmony, Frank M. You, Yong Qiang Gu, Devin Coleman-Derr;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/WangXTYGC17;https://doi.org/10.1093/nar/gkw935;1015-1020;45;Database-Issue;;;10.1093/NAR/GKW935
N;journals/nar/WangY15;Plastid-LCGbase: a collection of evolutionarily conserved plastid-associated gene pairs.;Dapeng Wang, Jun Yu;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/WangY15;https://doi.org/10.1093/nar/gku1070;990-995;43;Database-Issue;;;10.1093/NAR/GKU1070
N;journals/nar/WangYLLTGKG13;PIECE: a database for plant gene structure comparison and evolution.;Yi Wang , Frank M. You, Gerard R. Lazo, Ming-Cheng Luo, Roger Thilmony, Sean Gordon, Shahryar F. Kianian, Yong Qiang Gu;2013;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/WangYLLTGKG13;https://doi.org/10.1093/nar/gks1109;1159-1166;41;Database-Issue;;;10.1093/NAR/GKS1109
N;journals/nar/WangYWCLX19;RPFdb v2.0: an updated database for genome-wide information of translated mRNA generated from ribosome profiling.;Hongwei Wang , Ludong Yang, Yan Wang, Leshi Chen, Huihui Li, Zhi Xie;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/WangYWCLX19;https://doi.org/10.1093/nar/gky978;D230-D234;47;Database-Issue;;;10.1093/NAR/GKY978
N;journals/nar/WengCCDSDHYLH23;PROTAC-DB 2.0: an updated database of PROTACs.;Gaoqi Weng, Xuanyan Cai, Dong-Sheng Cao , Hongyan Du, Chao Shen , Yafeng Deng, Qiaojun He, Bo Yang , Dan Li , Tingjun Hou;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/WengCCDSDHYLH23;https://doi.org/10.1093/nar/gkac946;1367-1372;51;D1;;;10.1093/NAR/GKAC946
N;journals/nar/WishartFGLMGSJL18;DrugBank 5.0: a major update to the DrugBank database for 2018.;David S. Wishart, Yannick D. Feunang, An Chi Guo, Elvis J. Lo, Ana Marcu, Jason R. Grant, Tanvir Sajed, Daniel Johnson, Carin Li, Zinat Sayeeda, Nazanin Assempour, Ithayavani Iynkkaran, Yifeng Liu , Adam Maciejewski, Nicola Gale, Alex Wilson, Lucy Chin, Ryan Cummings, Diana Le, Allison Pon, Craig Knox, Michael Wilson;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/WishartFGLMGSJL18;https://doi.org/10.1093/nar/gkx1037;D1074-D1082;46;Database-Issue;;;10.1093/NAR/GKX1037
N;journals/nar/WittigRWK018;SABIO-RK: an updated resource for manually curated biochemical reaction kinetics.;Ulrike Wittig, Maja Rey, Andreas Weidemann, Renate Kania, Wolfgang Müller;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/WittigRWK018;https://doi.org/10.1093/nar/gkx1065;D656-D660;46;Database-Issue;;;10.1093/NAR/GKX1065
N;journals/nar/X13a;Update on activities at the Universal Protein Resource (UniProt) in 2013.;;2013;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/X13a;https://doi.org/10.1093/nar/gks1068;43-47;41;Database-Issue;;;10.1093/NAR/GKS1068
N;journals/nar/X17b;Erratum: DisProt 7.0: a major update of the database of disordered proteins.;;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/X17b;https://doi.org/10.1093/nar/gkw1279;D1123-D1124;45;Database-Issue;;;10.1093/NAR/GKW1279
N;journals/nar/XieWSLZTDO18;TADB 2.0: an updated database of bacterial type II toxin-antitoxin loci.;Yingzhou Xie, Yiqing Wei, Yue Shen, Xiaobin Li , Hao Zhou, Cui Tai, Zixin Deng, Hong-Yu Ou;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/XieWSLZTDO18;https://doi.org/10.1093/nar/gkx1033;D749-D753;46;Database-Issue;;;10.1093/NAR/GKX1033
N;journals/nar/XingZWLZZZWWGZ22;DiseaseMeth version 3.0: a major expansion and update of the human disease methylation database.;Jie Xing, Ruiyang Zhai, Cong Wang, Honghao Liu, Jiaqi Zeng, Dianshuang Zhou, Mengyan Zhang , Liru Wang, Qiong Wu, Yue Gu, Yan Zhang;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/XingZWLZZZWWGZ22;https://doi.org/10.1093/nar/gkab1088;1208-1215;50;D1;;;10.1093/NAR/GKAB1088
N;journals/nar/XiongWGZLZCZWLZ17;DiseaseMeth version 2.0: a major expansion and update of the human disease methylation database.;Yichun Xiong, Yanjun Wei, Yue Gu, Shumei Zhang, Jie Lyu , Bin Zhang, Chuangeng Chen, Jiang Zhu, Yihan Wang, Hongbo Liu , Yan Zhang;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/XiongWGZLZCZWLZ17;https://doi.org/10.1093/nar/gkw1123;D888-D895;45;Database-Issue;;;10.1093/NAR/GKW1123
N;journals/nar/XuanSLZLZQY18;RMBase v2.0: deciphering the map of RNA modifications from epitranscriptome sequencing data.;Jia-Jia Xuan, Wen-Ju Sun, Peng-Hui Lin, Keren Zhou , Shun Liu, Ling-Ling Zheng, Liang-Hu Qu, Jian-Hua Yang;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/XuanSLZLZQY18;https://doi.org/10.1093/nar/gkx934;D327-D334;46;Database-Issue;;;10.1093/NAR/GKX934
N;journals/nar/XueZWCJCSGWLC22;qPTMplants: an integrative database of quantitative post-translational modifications in plants.;Han Xue, Qingfeng Zhang, Panqin Wang, Bijin Cao, Chongchong Jia, Ben Cheng, Yuhua Shi, Weifeng Guo, Zhenlong Wang, Zexian Liu, Han Cheng;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/XueZWCJCSGWLC22;https://doi.org/10.1093/nar/gkab945;1491-1499;50;D1;;;10.1093/NAR/GKAB945
N;journals/nar/YangLLZQWWZZLMSZZZ15;Dr.VIS v2.0: an updated database of human disease-related viral integration sites in the era of high-throughput deep sequencing.;Xiaobo Yang, Ming Li, Qi Liu, Yabing Zhang, Junyan Qian, Xueshuai Wan, Anqiang Wang, Haohai Zhang, Chengpei Zhu, Xin Lu, Yilei Mao, Xinting Sang, Haitao Zhao, Yi Zhao , Xiaoyan Zhang;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YangLLZQWWZZLMSZZZ15;https://doi.org/10.1093/nar/gku1074;887-892;43;Database-Issue;;;10.1093/NAR/GKU1074
N;journals/nar/YangPYTLKZGZYWM19;AWESOME: a database of SNPs that affect protein post-translational modifications.;Yang Yang, Xiating Peng, Pingting Ying, Jianbo Tian, Jiaoyuan Li, Juntao Ke, Ying Zhu, Yajie Gong, Danyi Zou, Nan Yang, Xiaoyang Wang, Shufang Mei, Rong Zhong, Jing Gong, Jiang Chang, Xiaoping Miao;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YangPYTLKZGZYWM19;https://doi.org/10.1093/nar/gky821;D874-D880;47;Database-Issue;;;10.1093/NAR/GKY821
N;journals/nar/YangQLTZYXCZC16;Therapeutic target database update 2016: enriched resource for bench to clinical drug target and targeted pathway information.;Hong Yang, Chu Qin, Ying Hong Li , Lin Tao, Jin Zhou, Chun Yan Yu, Feng Xu, Zhe Chen, Feng Zhu , Yuzong Chen;2016;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YangQLTZYXCZC16;https://doi.org/10.1093/nar/gkv1230;1069-1074;44;Database-Issue;;;10.1093/NAR/GKV1230
N;journals/nar/YangWMWLCYYGG23;lncRNASNP v3: an updated database for functional variants in long non-coding RNAs.;Yanbo Yang, Dongyang Wang, Ya-Ru Miao, Xiaohong Wu, Haohui Luo, Wen Cao, Wenqian Yang, Jianye Yang , An-Yuan Guo, Jing Gong;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YangWMWLCYYGG23;https://doi.org/10.1093/nar/gkac981;192-198;51;D1;;;10.1093/NAR/GKAC981
N;journals/nar/YangWWTZZT17;dbDEMC 2.0: updated database of differentially expressed miRNAs in human cancers.;Zhen Yang , Liangcai Wu, Anqiang Wang, Wei Tang, Yi Zhao , Haitao Zhao, Andrew E. Teschendorff;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YangWWTZZT17;https://doi.org/10.1093/nar/gkw1079;D812-D818;45;Database-Issue;;;10.1093/NAR/GKW1079
N;journals/nar/YesselmanTLSLD18;Updates to the RNA mapping database (RMDB), version 2.;Joseph D. Yesselman, Siqi Tian, Xin Liu , Lei Shi, Jin Billy Li, Rhiju Das;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YesselmanTLSLD18;https://doi.org/10.1093/nar/gkx873;D375-D379;46;Database-Issue;;;10.1093/NAR/GKX873
N;journals/nar/YevshinSKKK19;GTRD: a database on gene transcription regulation - 2019 update.;Ivan S. Yevshin, Ruslan N. Sharipov, Semyon Kolmykov, Yury V. Kondrakhin, Fedor A. Kolpakov;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YevshinSKKK19;https://doi.org/10.1093/nar/gky1128;D100-D105;47;Database-Issue;;;10.1093/NAR/GKY1128
N;journals/nar/YilmazMKLWG11;AGRIS: the Arabidopsis Gene Regulatory Information Server, an update.;Alper Yilmaz , Maria Katherine Mejia-Guerra, Kyle Kurz, Xiaoyu Liang, Lonnie R. Welch, Erich Grotewold;2011;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YilmazMKLWG11;https://doi.org/10.1093/nar/gkq1120;1118-1122;39;Database-Issue;;;10.1093/NAR/GKQ1120
N;journals/nar/YiZLZHLLHCTHZHL17;RAID v2.0: an updated resource of RNA-associated interactions across organisms.;Ying Yi, Yue Zhao, Chunhua Li , Lin Zhang , Huiying Huang, Yana Li, Lanlan Liu, Ping Hou, Tianyu Cui, Puwen Tan, Yongfei Hu, Ting Zhang, Yan Huang, Xiaobo Li, Jia Yu, Dong Wang;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YiZLZHLLHCTHZHL17;https://doi.org/10.1093/nar/gkw1052;D115-D118;45;Database-Issue;;;10.1093/NAR/GKW1052
N;journals/nar/Youens-ClarkBCCDDDJKKLMRSSTWW11;Gramene database in 2010: updates and extensions.;Ken Youens-Clark, Edward S. Buckler, Terry M. Casstevens, Charles Chen, Genevieve DeClerck, Paul S. Derwent, Palitha Dharmawardhana, Pankaj Jaiswal, Paul J. Kersey, A. S. Karthikeyan, Jerry Lu, Susan McCouch, Liya Ren, William Spooner, Joshua C. Stein, Jim Thomason, Sharon Wei, Doreen Ware;2011;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/Youens-ClarkBCCDDDJKKLMRSSTWW11;https://doi.org/10.1093/nar/gkq1148;1085-1094;39;Database-Issue;;;10.1093/NAR/GKQ1148
N;journals/nar/YuanWXZZC14;NPInter v2.0: an updated database of ncRNA interactions.;Jiao Yuan, Wei Wu , Chaoyong Xie, Guoguang Zhao, Yi Zhao , Runsheng Chen;2014;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YuanWXZZC14;https://doi.org/10.1093/nar/gkt1057;104-108;42;Database-Issue;;;10.1093/NAR/GKT1057
N;journals/nar/YueZNYSZTC18;PAGER 2.0: an update to the pathway, annotated-list and gene-signature electronic repository for Human Network Biology.;Zongliang Yue, Qi Zheng, Michael T. Neylon, Minjae Yoo, Jimin Shin, Zhiying Zhao, Aik Choon Tan, Jake Y. Chen;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YueZNYSZTC18;https://doi.org/10.1093/nar/gkx1040;D668-D676;46;Database-Issue;;;10.1093/NAR/GKX1040
N;journals/nar/YuLSB11;PSORTdb - an expanded, auto-updated, user-friendly protein subcellular localization database for Bacteria and Archaea.;Nancy Y. Yu, Matthew R. Laird, Cory Spencer, Fiona S. L. Brinkman;2011;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YuLSB11;https://doi.org/10.1093/nar/gkq1093;241-244;39;Database-Issue;;;10.1093/NAR/GKQ1093
N;journals/nar/YuWSWTGZHXWMMRBKWLGZF23;CuGenDBv2: an updated database for cucurbit genomics.;Jingyin Yu, Shan Wu, Honghe Sun, Xin Wang, Xuemei Tang, Shaogui Guo, Zhonghua Zhang, Sanwen Huang, Yong Xu, Yiqun Weng, Michael Mazourek, Cecilia McGregor, Susanne S. Renner, Sandra Branham, Chandrasekar Kousik, W. Patrick Wechter, Amnon Levi, Rebecca Grumet, Yi Zheng, Zhangjun Fei;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YuWSWTGZHXWMMRBKWLGZF23;https://doi.org/10.1093/nar/gkac921;1457-1464;51;D1;;;10.1093/NAR/GKAC921
N;journals/nar/YuWZLZWZZLXL23;qPTM: an updated database for PTM dynamics in human, mouse, rat and yeast.;Kai Yu , Ye Wang, Yongqiang Zheng, Zekun Liu, Qingfeng Zhang, Siyu Wang, Qi Zhao , Xiaolong Zhang, Xiaoxing Li, Rui-Hua Xu, Zexian Liu;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/YuWZLZWZZLXL23;https://doi.org/10.1093/nar/gkac820;479-487;51;D1;;;10.1093/NAR/GKAC820
N;journals/nar/ZaneginaKBKAS16;An updated version of NPIDB includes new classifications of DNA-protein complexes and their families.;Olga Zanegina, Dmitry D. Kirsanov, Eugene Baulin, Anna S. Karyagina, Andrei Alexeevski, Sergei A. Spirin;2016;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZaneginaKBKAS16;https://doi.org/10.1093/nar/gkv1339;144-153;44;Database-Issue;;;10.1093/NAR/GKV1339
N;journals/nar/ZdobnovKTMBK21;OrthoDB in 2020: evolutionary and functional annotations of orthologs.;Evgeny M. Zdobnov, Dmitry Kuznetsov, Fredrik Tegenfeldt, Mosè Manni, Matthew Berkeley, Evgenia V. Kriventseva;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZdobnovKTMBK21;https://doi.org/10.1093/nar/gkaa1009;D389-D393;49;Database-Issue;;;10.1093/NAR/GKAA1009
N;journals/nar/ZdobnovTKWSISLK17;OrthoDB v9.1: cataloging evolutionary and functional annotations for animal, fungal, plant, archaeal, bacterial and viral orthologs.;Evgeny M. Zdobnov, Fredrik Tegenfeldt, Dmitry Kuznetsov, Robert M. Waterhouse, Felipe A. Simão, Panagiotis Ioannidis , Mathieu Seppey, Alexis Loetscher, Evgenia V. Kriventseva;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZdobnovTKWSISLK17;https://doi.org/10.1093/nar/gkw1119;D744-D749;45;Database-Issue;;;10.1093/NAR/GKW1119
N;journals/nar/ZerlotiniAYXLYGPBRKO13;SchistoDB: an updated genome resource for the three key schistosomes of humans.;Adhemar Zerlotini, Eric R. G. R. Aguiar, Fudong Yu, Huayong Xu, Yixue Li, Neil D. Young, Robin B. Gasser, Anna V. Protasio, Matthew Berriman, David S. Roos, Jessica C. Kissinger, Guilherme C. Oliveira;2013;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZerlotiniAYXLYGPBRKO13;https://doi.org/10.1093/nar/gks1087;728-731;41;Database-Issue;;;10.1093/NAR/GKS1087
N;journals/nar/ZhangJMWWSMJMRHC23;DirectRMDB: a database of post-transcriptional RNA modifications unveiled from direct RNA sequencing technology.;Yuxin Zhang, Jie Jiang , Jiongming Ma, Zhen Wei, Yue Wang , Bowen Song, Jia Meng , Guifang Jia, João Pedro de Magalhães, Daniel J. Rigden, Daiyun Hang, Kunqi Chen;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhangJMWWSMJMRHC23;https://doi.org/10.1093/nar/gkac1061;106-116;51;D1;;;10.1093/NAR/GKAC1061
N;journals/nar/ZhangJTZGGL11;PlantTFDB 2.0: update and improvement of the comprehensive plant transcription factor database.;He Zhang , Jinpu Jin, Liang Tang, Yi Zhao , Xiaocheng Gu, Ge Gao , Jingchu Luo;2011;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhangJTZGGL11;https://doi.org/10.1093/nar/gkq1141;1114-1117;39;Database-Issue;;;10.1093/NAR/GKQ1141
N;journals/nar/ZhangLZLQZZYYZX18;SEECancer: a resource for somatic events in evolution of cancer genome.;Hongyi Zhang, Shangyi Luo, Xinxin Zhang, Jianlong Liao, Fei Quan, Erjie Zhao, Chenfen Zhou, Fulong Yu, Wenkang Yin, Yunpeng Zhang, Yun Xiao , Xia Li;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhangLZLQZZYYZX18;https://doi.org/10.1093/nar/gkx964;D1018-D1026;46;Database-Issue;;;10.1093/NAR/GKX964
N;journals/nar/ZhangTLGHZNWX22;CPLM 4.0: an updated database with rich annotations for protein lysine modifications.;Weizhi Zhang , Xiaodan Tan, Shaofeng Lin, Yujie Gou, Cheng Han, Chi Zhang , Wanshan Ning, Chenwei Wang, Yu Xue;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhangTLGHZNWX22;https://doi.org/10.1093/nar/gkab849;451-459;50;D1;;;10.1093/NAR/GKAB849
N;journals/nar/ZhangYZWTZYDLLC22;OncoSplicing: an updated database for clinically relevant alternative splicing in 33 human cancers.;Yangjun Zhang, Xiangyang Yao, Hui Zhou, Xiaoliang Wu, Jianbo Tian, Jin Zeng, Libin Yan, Chen Duan, Haoran Liu, Heng Li, Ke Chen, Zhiquan Hu, Zhangqun Ye, Hua Xu;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhangYZWTZYDLLC22;https://doi.org/10.1093/nar/gkab851;1340-1347;50;D1;;;10.1093/NAR/GKAB851
N;journals/nar/ZhangZZWZYWZGMXZBL23;MethBank 4.0: an updated database of DNA methylation across a variety of species.;Mochen Zhang, Wenting Zong, Dong Zou, Guoliang Wang, Wei Zhao , Fei Yang, Song Wu, Xinran Zhang, Xutong Guo, Yingke Ma, Zhuang Xiong, Zhang Zhang , Yiming Bao, Rujiao Li;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhangZZWZYWZGMXZBL23;https://doi.org/10.1093/nar/gkac969;208-2016;51;D1;;;10.1093/NAR/GKAC969
N;journals/nar/ZhaoKMZZ16;TSGene 2.0: an updated literature-based knowledgebase for tumor suppressor genes.;Min Zhao , Pora Kim, Ramkrishna Mitra, Junfei Zhao, Zhongming Zhao;2016;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhaoKMZZ16;https://doi.org/10.1093/nar/gkv1268;1023-1031;44;Database-Issue;;;10.1093/NAR/GKV1268
N;journals/nar/ZhaoWLSWFBLSPZH21;NONCODEV6: an updated database dedicated to long non-coding RNA annotation in both animals and plants.;Lianhe Zhao, Jiajia Wang, Yanyan Li, Tingrui Song, Yang Wu, Shuangsang Fang, Dechao Bu, Hui Li , Liang Sun, Dong Pei, Yu Zheng , Jianqin Huang, Mingqing Xu, Runsheng Chen, Yi Zhao , Shunmin He;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhaoWLSWFBLSPZH21;https://doi.org/10.1093/nar/gkaa1046;D165-D171;49;Database-Issue;;;10.1093/NAR/GKAA1046
N;journals/nar/ZhaoYWYZXZFHLLTWCZZJZC23;NPASS database update 2023: quantitative natural product activity and species source database for biomedical research.;Hui Zhao, Yuan Yang, Shuaiqi Wang, Xue Yang, Kaicheng Zhou, Caili Xu, Xuyao Zhang, Jiajun Fan, Dongyue Hou, Xingxiu Li, Hanbo Lin, Ying Tan, Shanshan Wang, Xinyi Chu, Dongzhi Zhuoma, Fengying Zhang, Dianwen Ju, Xian Zeng, Yuzong Chen;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhaoYWYZXZFHLLTWCZZJZC23;https://doi.org/10.1093/nar/gkac1069;621-628;51;D1;;;10.1093/NAR/GKAC1069
N;journals/nar/ZhaoYXLLWZBLLFNZW23;LncTarD 2.0: an updated comprehensive database for experimentally-supported functional lncRNA-target regulations in human diseases.;Hongying Zhao, Xiangzhe Yin, Haotian Xu, Kailai Liu, Wangyang Liu, Lixia Wang, Caiyu Zhang, Lin Bo, Xicheng Lan, Shihua Lin, Ke Feng, Shangwei Ning, Yunpeng Zhang, Li Wang;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhaoYXLLWZBLLFNZW23;https://doi.org/10.1093/nar/gkac984;199-207;51;D1;;;10.1093/NAR/GKAC984
N;journals/nar/ZhengLWSLWZYQ16;deepBase v2.0: identification, expression, evolution and function of small RNAs, LncRNAs and circular RNAs from deep-sequencing data.;Ling-Ling Zheng, Jun-Hao Li, Jie Wu , Wen-Ju Sun, Shun Liu, Ze-Lin Wang, Hui Zhou , Jian-Hua Yang, Liang-Hu Qu;2016;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhengLWSLWZYQ16;https://doi.org/10.1093/nar/gkv1273;196-202;44;Database-Issue;;;10.1093/NAR/GKV1273
N;journals/nar/ZhengNPHLXMZR18;m6AVar: a database of functional variants involved in m6A modification.;Yueyuan Zheng, Peng Nie, Di Peng, Zhihao He, Mengni Liu, Yubin Xie, Yanyan Miao, Zhixiang Zuo, Jian Ren;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhengNPHLXMZR18;https://doi.org/10.1093/nar/gkx895;D139-D145;46;Database-Issue;;;10.1093/NAR/GKX895
N;journals/nar/ZhengZLZWCYQ18;dreamBase: DNA modification, RNA regulation and protein binding of expressed pseudogenes in human health and disease.;Ling-Ling Zheng, Keren Zhou , Shun Liu, Dingyao Zhang, Ze-Lin Wang, Zhi-Rong Chen, Jian-Hua Yang, Liang-Hu Qu;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhengZLZWCYQ18;https://doi.org/10.1093/nar/gkx972;D85-D91;46;Database-Issue;;;10.1093/NAR/GKX972
N;journals/nar/ZhouJLHWCYHRGZZ21;EVLncRNAs 2.0: an updated database of manually curated functional long non-coding RNAs validated by low-throughput experiments.;Bailing Zhou, Baohua Ji, Kui Liu, Guodong Hu, Fei Wang, Qingshuai Chen, Ru Yu, Pingping Huang, Jing Ren, Chengang Guo, Huiying Zhao, Hongmei Zhang, Dongbo Zhao, Zhiwei Li, Qiangcheng Zeng, Jiafeng Yu, Yunqiang Bian, Zanxia Cao, Shicai Xu, Yuedong Yang, Yaoqi Zhou, Jihua Wang;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhouJLHWCYHRGZZ21;https://doi.org/10.1093/nar/gkaa1076;D86-D91;49;Database-Issue;;;10.1093/NAR/GKAA1076
N;journals/nar/ZhouXLGDZGX18;iUUCD 2.0: an update with rich annotations for ubiquitin and ubiquitin-like conjugations.;Jiaqi Zhou , Yang Xu , Shaofeng Lin, Yaping Guo, Wankun Deng, Ying Zhang , Anyuan Guo, Yu Xue;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhouXLGDZGX18;https://doi.org/10.1093/nar/gkx1041;D447-D453;46;Database-Issue;;;10.1093/NAR/GKX1041
N;journals/nar/ZhouYDZSBNP23;FerrDb V2: update of the manually curated database of ferroptosis regulators and ferroptosis-disease associations.;Nan Zhou , Xiaoqing Yuan, Qingsong Du, Zhiyu Zhang, Xiaolei Shi, Jinku Bao, Yuping Ning, Li Peng;2023;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhouYDZSBNP23;https://doi.org/10.1093/nar/gkac935;571-582;51;D1;;;10.1093/NAR/GKAC935
N;journals/nar/ZhouZLLWZQC22;Therapeutic target database update 2022: facilitating drug discovery with enriched comparative data of targeted agents.;Ying Zhou, Yintao Zhang, Xichen Lian, Fengcheng Li, Chaoxin Wang, Feng Zhu , Yunqing Qiu, Yuzong Chen;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhouZLLWZQC22;https://doi.org/10.1093/nar/gkab953;1398-1407;50;D1;;;10.1093/NAR/GKAB953
N;journals/nar/ZhuSQTLXZSLZHZC12;Therapeutic target database update 2012: a resource for facilitating target-oriented drug discovery.;Feng Zhu , Zhe Shi, Chu Qin, Lin Tao, Xin Liu , Feng Xu, Li Zhang, Yang Song, Xianghui Liu, Jing-Xian Zhang, Bu-Cong Han, Peng Zhang , Yuzong Chen;2012;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ZhuSQTLXZSLZHZC12;https://doi.org/10.1093/nar/gkr797;1128-1136;40;Database-Issue;;;10.1093/NAR/GKR797
N;journals/nms/Mukherjee14;Interfacing data destinations and visualizations: A history of database literacy.;Rahul Mukherjee;2014;New Media Soc.;Journal Articles;https://dblp.org/rec/journals/nms/Mukherjee14;https://doi.org/10.1177/1461444813495184;110-128;16;1;;;10.1177/1461444813495184
N;journals/ojdb/WernerHGBP16;Runtime Adaptive Hybrid Query Engine based on FPGAs.;Stefan Werner , Dennis Heinrich, Sven Groppe, Christopher Blochwitz, Thilo Pionteck;2016;Open J. Databases;Journal Articles;https://dblp.org/rec/journals/ojdb/WernerHGBP16;https://nbn-resolving.org/urn:nbn:de:101:1-201705194645;21-41;3;1;;;
N;journals/orgsci/BennerR17;Measuring Up? Persistence and Change in Analysts' Evaluative Schemas Following Technological Change.;Mary J. Benner, Ram Ranganathan;2017;Organ. Sci.;Journal Articles;https://dblp.org/rec/journals/orgsci/BennerR17;https://doi.org/10.1287/orsc.2017.1140;760-780;28;4;;;10.1287/ORSC.2017.1140
N;journals/pacmmod/ZhangL25;Synthesizing Third Normal Form Schemata that Minimize Integrity Maintenance and Update Overheads: Parameterizing 3NF by the Numbers of Minimal Keys and Functional Dependencies.;Zhuoxing Zhang, Sebastian Link;2025;Proc. ACM Manag. Data;Journal Articles;https://dblp.org/rec/journals/pacmmod/ZhangL25;https://doi.org/10.1145/3725362;225:1-225:25;3;3;;;10.1145/3725362
N;journals/peerjpre/MacDonald15;PhilDB - The time series database with built-in change logging.;Andrew MacDonald;2015;PeerJ Prepr.;Informal and Other Publications;https://dblp.org/rec/journals/peerjpre/MacDonald15;https://doi.org/10.7287/peerj.preprints.1488v1;e1488;3;;;;10.7287/PEERJ.PREPRINTS.1488V1
N;journals/peerjpre/MacDonald16;PhilDB: The time series database with built-in change logging.;Andrew MacDonald;2016;PeerJ Prepr.;Informal and Other Publications;https://dblp.org/rec/journals/peerjpre/MacDonald16;https://doi.org/10.7287/peerj.preprints.1488v2;e1488;4;;;;10.7287/PEERJ.PREPRINTS.1488V2
N;journals/procedia/Rodriguez-MartinezVSG11;Estimating Power/Energy Consumption in Database Servers.;Manuel Rodríguez-Martínez, Harold Valdivia, Jaime Seguel, Melvin Greer;2011;Complex Adaptive Systems;Conference and Workshop Papers;https://dblp.org/rec/journals/procedia/Rodriguez-MartinezVSG11;https://doi.org/10.1016/j.procs.2011.08.022;112-117;;;;;10.1016/J.PROCS.2011.08.022
