key;EID;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
conf/sdb/Decker11;2-s2.0-84872466997;Measure-Based Inconsistency-Tolerant Maintenance of Database Integrity.;Hendrik Decker;2011;SDKB;Conference and Workshop Papers;https://dblp.org/rec/conf/sdb/Decker11;https://doi.org/10.1007/978-3-642-36008-4_7;149-173;;;;;10.1007/978-3-642-36008-4_7
conf/sebd/CaropreseTTZ13;2-s2.0-84903512170;The View-Update Problem for Indefinite Databases.;Luciano Caroprese, Irina Trubitsyna, Miroslaw Truszczynski, Ester Zumpano;2013;SEBD;Conference and Workshop Papers;https://dblp.org/rec/conf/sebd/CaropreseTTZ13;;95-102;;;;;
conf/sebd/MeccaPS12;2-s2.0-84873594622;A Short History of Schema Mapping Systems.;Giansalvatore Mecca, Paolo Papotti, Donatello Santoro;2012;SEBD;Conference and Workshop Papers;https://dblp.org/rec/conf/sebd/MeccaPS12;http://sebd2012.dei.unipd.it/documents/188475/efd4de94-b0b6-4979-8f60-3628f30d6f03;99-106;;;;;
conf/seke/OubelliABCL19;2-s2.0-85071360392;Finding conservative schema evolutions by analysing API changes.;Lynda Ait Oubelli, Yamine Aït Ameur, Judicaël Bedouet, Benoît Chausserie-Lapree, Béatrice Larzul;2019;SEKE;Conference and Workshop Papers;https://dblp.org/rec/conf/seke/OubelliABCL19;https://doi.org/10.18293/SEKE2019-132;748-777;;;;;10.18293/SEKE2019-132
conf/semco/ChenJZZ15;2-s2.0-84925678045;Schema adaptive modeling and incremental matching for web interface.;Heng Chen, Hai Jin , Feng Zhao , Lei Zhu;2015;ICSC;Conference and Workshop Papers;https://dblp.org/rec/conf/semco/ChenJZZ15;https://doi.org/10.1109/ICOSC.2015.7050804;181-188;;;;;10.1109/ICOSC.2015.7050804
conf/semweb/BaronciniMSSP22;2-s2.0-85142359880;Analysing the Evolution of Community-Driven (Sub-)Schemas within Wikidata.;Sofia Baroncini, Margherita Martorana, Mario Scrocca, Zuzanna Smiech, Axel Polleres;2022;Wikidata@ISWC;Conference and Workshop Papers;https://dblp.org/rec/conf/semweb/BaronciniMSSP22;https://ceur-ws.org/Vol-3262/paper5.pdf;;;;;;
conf/semweb/Rodriguez-ManchaCCD11;2-s2.0-84868591054;Mapping relational databases through ontology matching: a case study on information migration.;Manuel Rodriguez-Mancha, Hector G. Ceballos, Francisco J. Cantu, Aldo Diaz-Prado;2011;OM;Conference and Workshop Papers;https://dblp.org/rec/conf/semweb/Rodriguez-ManchaCCD11;https://ceur-ws.org/Vol-814/om2011_poster5.pdf;;;;;;
conf/sigmod/BhattacherjeeLH21;2-s2.0-85108970404;BullFrog: Online Schema Evolution via Lazy Evaluation.;Souvik Bhattacherjee, Gang Liao, Michael Hicks , Daniel J. Abadi;2021;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/BhattacherjeeLH21;https://doi.org/10.1145/3448016.3452842;194-206;;;;;10.1145/3448016.3452842
conf/sigmod/Broneske15;2-s2.0-84980025155;Adaptive Reprogramming for Databases on Heterogeneous Processors.;David Broneske;2015;SIGMOD PhD Symposium;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/Broneske15;https://doi.org/10.1145/2744680.2744685;51-55;;;;;10.1145/2744680.2744685
conf/sigmod/ElmoreDAA11;2-s2.0-79959957556;Zephyr: live migration in shared nothing databases for elastic cloud platforms.;Aaron J. Elmore, Sudipto Das, Divyakant Agrawal, Amr El Abbadi;2011;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/ElmoreDAA11;https://doi.org/10.1145/1989323.1989356;301-312;;;;;10.1145/1989323.1989356
conf/sigmod/GiannakourisT24;2-s2.0-85196419490;Demonstrating λ-Tune: Exploiting Large Language Models for Workload-Adaptive Database System Tuning.;Victor Giannakouris, Immanuel Trummer;2024;SIGMOD Conference Companion;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/GiannakourisT24;https://doi.org/10.1145/3626246.3654751;508-511;;;;;10.1145/3626246.3654751
conf/sigmod/HerrmannVBRL17;2-s2.0-85021194591;Living in Parallel Realities: Co-Existing Schema Versions with a Bidirectional Database Evolution Language.;Kai Herrmann , Hannes Voigt, Andreas Behrend, Jonas Rausch, Wolfgang Lehner;2017;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/HerrmannVBRL17;https://doi.org/10.1145/3035918.3064046;1101-1116;;;;;10.1145/3035918.3064046
conf/sigmod/KangC0Z0CS22;2-s2.0-85132775229;Remus: Efficient Live Migration for Distributed Databases with Snapshot Isolation.;Junbin Kang, Le Cai, Feifei Li , Xingxuan Zhou, Wei Cao , Songlu Cai, Daming Shao;2022;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/KangC0Z0CS22;https://doi.org/10.1145/3514221.3526047;2232-2245;;;;;10.1145/3514221.3526047
conf/sigmod/KissingerHL18;2-s2.0-85048786651;Adaptive Energy-Control for In-Memory Database Systems.;Thomas Kissinger, Dirk Habich, Wolfgang Lehner;2018;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/KissingerHL18;https://doi.org/10.1145/3183713.3183756;351-364;;;;;10.1145/3183713.3183756
conf/sigmod/KolditzHL0B18;2-s2.0-85048809259;AHEAD: Adaptable Data Hardening for On-the-Fly Hardware Error Detection during Database Query Processing.;Till Kolditz, Dirk Habich, Wolfgang Lehner, Matthias Werner , Stefan T. J. de Bruijn;2018;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/KolditzHL0B18;https://doi.org/10.1145/3183713.3183740;1619-1634;;;;;10.1145/3183713.3183740
conf/sigmod/LinkW21;2-s2.0-85108969564;Logical Schema Design that Quantifies Update Inefficiency and Join Efficiency.;Sebastian Link, Ziheng Wei;2021;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/LinkW21;https://doi.org/10.1145/3448016.3459238;1169-1181;;;;;10.1145/3448016.3459238
conf/sigmod/LinTLCW21;2-s2.0-85108978460;"Don&apos;t Look Back, Look into the Future: Prescient Data Partitioning and Migration for Deterministic Database Systems.";Yu-Shan Lin, Ching Tsai, Tz-Yu Lin, Yun-Sheng Chang, Shan-Hung Wu;2021;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/LinTLCW21;https://doi.org/10.1145/3448016.3452827;1156-1168;;;;;10.1145/3448016.3452827
conf/sigmod/MishimaF15;2-s2.0-84957586363;Madeus: Database Live Migration Middleware under Heavy Workloads for Cloud Environment.;Takeshi Mishima, Yasuhiro Fujiwara;2015;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/MishimaF15;https://doi.org/10.1145/2723372.2724578;315-329;;;;;10.1145/2723372.2724578
conf/sigmod/WangBNM21;2-s2.0-85108981249;DP-Sync: Hiding Update Patterns in Secure Outsourced Databases with Differential Privacy.;Chenghong Wang, Johes Bater, Kartik Nayak, Ashwin Machanavajjhala;2021;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/WangBNM21;https://doi.org/10.1145/3448016.3457306;1892-1905;;;;;10.1145/3448016.3457306
conf/sigmod/YaoA0OW16;2-s2.0-84979703344;Adaptive Logging: Optimizing Logging and Recovery Costs in Distributed In-memory Databases.;Chang Yao , Divyakant Agrawal, Gang Chen , Beng Chin Ooi, Sai Wu;2016;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/YaoA0OW16;https://doi.org/10.1145/2882903.2915208;1119-1134;;;;;10.1145/2882903.2915208
conf/sigmod/Zhao21;2-s2.0-85108963014;Efficiently Supporting Adaptive Multi-Level Serializability Models in Distributed Database Systems.;Zhanhao Zhao;2021;SIGMOD Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/sigmod/Zhao21;https://doi.org/10.1145/3448016.3450579;2908-2910;;;;;10.1145/3448016.3450579
conf/sigsoft/Liao0SSTS23;2-s2.0-85180552047;Adapting Performance Analytic Techniques in a Real-World Database-Centric System: An Industrial Experience Report.;Lizhi Liao, Heng Li , Weiyi Shang, Catalin Sporea, Andrei Toma, Sarah Sajedi;2023;ESEC/SIGSOFT FSE;Conference and Workshop Papers;https://dblp.org/rec/conf/sigsoft/Liao0SSTS23;https://doi.org/10.1145/3611643.3613893;1855-1866;;;;;10.1145/3611643.3613893
conf/sigsoft/QiuLS13;2-s2.0-84883716265;An empirical analysis of the co-evolution of schema and code in database applications.;Dong Qiu, Bixin Li, Zhendong Su;2013;ESEC/SIGSOFT FSE;Conference and Workshop Papers;https://dblp.org/rec/conf/sigsoft/QiuLS13;https://doi.org/10.1145/2491411.2491431;125-135;;;;;10.1145/2491411.2491431
conf/sigsoft/YangM21;2-s2.0-85116296710;"Documenting evidence of a replication of &apos;populating a release history database from version control and bug tracking systems&apos;.";Xueqi Yang, Tim Menzies;2021;ESEC/SIGSOFT FSE;Conference and Workshop Papers;https://dblp.org/rec/conf/sigsoft/YangM21;https://doi.org/10.1145/3468264.3477218;1601;;;;;10.1145/3468264.3477218
conf/sita/AssoudiL15;2-s2.0-84962361546;Schema Matching as complex adaptive system.;Hicham Assoudi, Hakim Lounis;2015;SITA;Conference and Workshop Papers;https://dblp.org/rec/conf/sita/AssoudiL15;https://doi.org/10.1109/SITA.2015.7358442;1-Ιουλ;;;;;10.1109/SITA.2015.7358442
conf/smartcity/LiangLD15;2-s2.0-84973915852;Mid-model Design Used in Model Transition and Data Migration between Relational Databases and NoSQL Databases.;Dongzhao Liang, Yunzhen Lin, Guiguang Ding;2015;SmartCity;Conference and Workshop Papers;https://dblp.org/rec/conf/smartcity/LiangLD15;https://doi.org/10.1109/SmartCity.2015.177;866-869;;;;;10.1109/SMARTCITY.2015.177
conf/smc/EmrickH14;2-s2.0-84938154141;An adaptive anomaly-based intrusion prevention system for databases.;Eric S. Emrick, Yi Hu;2014;SMC;Conference and Workshop Papers;https://dblp.org/rec/conf/smc/EmrickH14;https://doi.org/10.1109/SMC.2014.6974450;3382-3389;;;;;10.1109/SMC.2014.6974450
conf/smc/LeeZ15;2-s2.0-84964515384;SQL-to-NoSQL Schema Denormalization and Migration: A Study on Content Management Systems.;Chao-Hsien Lee, Yu-Lin Zheng;2015;SMC;Conference and Workshop Papers;https://dblp.org/rec/conf/smc/LeeZ15;https://doi.org/10.1109/SMC.2015.353;2022-2026;;;;;10.1109/SMC.2015.353
conf/snpd/HiguchiWT12;2-s2.0-84868560076;Incremental Data Migration for Multi-database Systems.;Ken Higuchi, Wenqian Wang, Tatsuo Tsuji;2012;SNPD;Conference and Workshop Papers;https://dblp.org/rec/conf/snpd/HiguchiWT12;https://doi.org/10.1109/SNPD.2012.51;716-720;;;;;10.1109/SNPD.2012.51
conf/snpd/Nalintippayawong17;2-s2.0-85030862627;DBLearn: Adaptive e-learning for practical database course - An integrated architecture approach.;Srinual Nalintippayawong, Kanokwan Atchariyachanvanich, Thanakrit Julavanich;2017;SNPD;Conference and Workshop Papers;https://dblp.org/rec/conf/snpd/Nalintippayawong17;https://doi.org/10.1109/SNPD.2017.8022708;109-114;;;;;10.1109/SNPD.2017.8022708
conf/socs/VerzelettiBZ19;2-s2.0-85086878582;Repairing Compressed Path Databases on Maps with Dynamic Changes.;Marco Verzeletti, Adi Botea, Marina Zanella;2019;SOCS;Conference and Workshop Papers;https://dblp.org/rec/conf/socs/VerzelettiBZ19;https://doi.org/10.1609/socs.v10i1.18509;115-123;;;;;10.1609/SOCS.V10I1.18509
conf/softcomp/BurgosSZ23;2-s2.0-85172105657;Comparative Study of Open Source Database Management Systems to Enable Predictive Maintenance of Autonomous Guided Vehicles.;Gonzalo Burgos, Jesús Enrique Sierra-García, Bruno Baruque Zanon;2023;SOCO;Conference and Workshop Papers;https://dblp.org/rec/conf/softcomp/BurgosSZ23;https://doi.org/10.1007/978-3-031-42529-5_26;269-278;;;;;10.1007/978-3-031-42529-5_26
conf/softcomp/ChoiC17a;2-s2.0-85028667927;Adaptive Database Intrusion Detection Using Evolutionary Reinforcement Learning.;Seul-Gi Choi, Sung-Bae Cho;2017;SOCO-CISIS-ICEUTE;Conference and Workshop Papers;https://dblp.org/rec/conf/softcomp/ChoiC17a;https://doi.org/10.1007/978-3-319-67180-2_53;547-556;;;;;10.1007/978-3-319-67180-2_53
conf/somet/BansalSA22;2-s2.0-85139777117;Database Migration Tools: From RDB to NoSQL Database.;Neha Bansal, Shelly Sachdeva, Lalit Kumar Awasthi;2022;SoMeT;Conference and Workshop Papers;https://dblp.org/rec/conf/somet/BansalSA22;https://doi.org/10.3233/FAIA220285;563-570;;;;;10.3233/FAIA220285
conf/splc/0001LPP23;2-s2.0-85176013364;Adapting the Database to Feature Changes in Software Product Lines.;Alejandro Cortiñas , Miguel R. Luaces, Oscar Pedreira, Ángeles Saavedra Places;2023;SPLC;Conference and Workshop Papers;https://dblp.org/rec/conf/splc/0001LPP23;https://doi.org/10.1145/3579027.3608990;194-200;;;;;10.1145/3579027.3608990
conf/splc/Klettke25;2-s2.0-105017224476;Evolution of Relational Databases, NoSQL and Graph Databases.;Meike Klettke;2025;SPLC;Conference and Workshop Papers;https://dblp.org/rec/conf/splc/Klettke25;https://doi.org/10.1145/3744915.3749150;1;;;;;10.1145/3744915.3749150
conf/srds/BravoRNR18;2-s2.0-85062063453;Policy-Based Adaptation of a Byzantine Fault Tolerant Distributed Graph Database.;Manuel Bravo, Luís E. T. Rodrigues, Ray Neiheiser, Luciana Rech;2018;SRDS;Conference and Workshop Papers;https://dblp.org/rec/conf/srds/BravoRNR18;https://doi.org/10.1109/SRDS.2018.00017;61-71;;;;;10.1109/SRDS.2018.00017
conf/ssdbm/NutanongCASW13;2-s2.0-84883047083;Adaptive exploration for large-scale protein analysis in the molecular dynamics database.;Sarana Nutanong, Nick Carey, Yanif Ahmad, Alexander S. Szalay, Thomas B. Woolf;2013;SSDBM;Conference and Workshop Papers;https://dblp.org/rec/conf/ssdbm/NutanongCASW13;https://doi.org/10.1145/2484838.2484872;45:1-45:4;;;;;10.1145/2484838.2484872
conf/ssdbm/RosenthalL11;2-s2.0-79961203103;Efficient In-Database Maintenance of ARIMA Models.;Frank Rosenthal, Wolfgang Lehner;2011;SSDBM;Conference and Workshop Papers;https://dblp.org/rec/conf/ssdbm/RosenthalL11;https://doi.org/10.1007/978-3-642-22351-8_36;537-545;;;;;10.1007/978-3-642-22351-8_36
conf/ssdbm/SchulerK18;2-s2.0-85054936365;Towards an efficient and effective framework for the evolution of scientific databases.;Robert E. Schuler, Carl Kesselman;2018;SSDBM;Conference and Workshop Papers;https://dblp.org/rec/conf/ssdbm/SchulerK18;https://doi.org/10.1145/3221269.3221300;27:1-27:4;;;;;10.1145/3221269.3221300
conf/ssdbm/SchulerK19;2-s2.0-85071260825;A High-level User-oriented Framework for Database Evolution.;Robert E. Schuler, Carl Kesselman;2019;SSDBM;Conference and Workshop Papers;https://dblp.org/rec/conf/ssdbm/SchulerK19;https://doi.org/10.1145/3335783.3335787;157-168;;;;;10.1145/3335783.3335787
conf/ssw/GolipourCS13;2-s2.0-85133160741;Prosodically modifying speech for unit selection speech synthesis databases.;Ladan Golipour, Alistair Conkie, Ann K. Syrdal;2013;SSW;Conference and Workshop Papers;https://dblp.org/rec/conf/ssw/GolipourCS13;https://www.isca-archive.org/ssw_2013/golipour13_ssw.html;255-259;;;;;
conf/synasc/Ravve14;2-s2.0-84924225453;Views and Updates over Distributed Databases.;Elena V. Ravve;2014;SYNASC;Conference and Workshop Papers;https://dblp.org/rec/conf/synasc/Ravve14;https://doi.org/10.1109/SYNASC.2014.53;341-348;;;;;10.1109/SYNASC.2014.53
conf/taai/ChangTWC15;2-s2.0-84964211563;Realization of secondary indexing to NoSQL database with intelligent adaptation.;Bao Rong Chang, Hsiu Fen Tsai, Yo-Ai Wang, Chia-Yen Chen;2015;TAAI;Conference and Workshop Papers;https://dblp.org/rec/conf/taai/ChangTWC15;https://doi.org/10.1109/TAAI.2015.7407078;449-452;;;;;10.1109/TAAI.2015.7407078
conf/tapp/GaoZ12;2-s2.0-85090511380;Provenance Management in Databases Under Schema Evolution.;Shi Gao, Carlo Zaniolo;2012;TaPP;Conference and Workshop Papers;https://dblp.org/rec/conf/tapp/GaoZ12;https://www.usenix.org/conference/tapp12/workshop-program/presentation/gao;;;;;;
conf/tcc/CanettiCHR16;2-s2.0-84994823945;Adaptive Succinct Garbled RAM or: How to Delegate Your Database.;Ran Canetti, Yilei Chen , Justin Holmgren, Mariana Raykova;2016;TCC;Conference and Workshop Papers;https://dblp.org/rec/conf/tcc/CanettiCHR16;https://doi.org/10.1007/978-3-662-53644-5_3;61-90;;;;;10.1007/978-3-662-53644-5_3
conf/tpctc/ConradMKMKS21;2-s2.0-85124005675;EvoBench: Benchmarking Schema Evolution in NoSQL.;André Conrad, Mark Lukas Möller, Tobias Kreiter, Jan-Christopher Mair, Meike Klettke, Uta Störl;2021;TPCTC;Conference and Workshop Papers;https://dblp.org/rec/conf/tpctc/ConradMKMKS21;https://doi.org/10.1007/978-3-030-94437-7_3;33-49;;;;;10.1007/978-3-030-94437-7_3
conf/tpctc/MichaelS14;2-s2.0-84922355882;Downtime-Free Live Migration in a Multitenant Database.;Nicolas Michael, Yixiao Shen;2014;TPCTC;Conference and Workshop Papers;https://dblp.org/rec/conf/tpctc/MichaelS14;https://doi.org/10.1007/978-3-319-15350-6_9;130-155;;;;;10.1007/978-3-319-15350-6_9
conf/trustcom/BaqasahPHR13;2-s2.0-84893516793;On Change Detection of XML Schemas.;Abdullah M. Baqasah, Eric Pardede, Irena Holubová, J. Wenny Rahayu;2013;TrustCom/ISPA/IUCC;Conference and Workshop Papers;https://dblp.org/rec/conf/trustcom/BaqasahPHR13;https://doi.org/10.1109/TrustCom.2013.119;974-982;;;;;10.1109/TRUSTCOM.2013.119
conf/trustcom/RagavanP13;2-s2.0-84893441656;Mitigating Malicious Updates: Prevention of Insider Threat to Databases.;Harini Ragavan, Brajendra Panda;2013;TrustCom/ISPA/IUCC;Conference and Workshop Papers;https://dblp.org/rec/conf/trustcom/RagavanP13;https://doi.org/10.1109/TrustCom.2013.95;781-788;;;;;10.1109/TRUSTCOM.2013.95
conf/ucami/ChaurasiaMNCZDS16;2-s2.0-85009756639;Impact of Medical History on Technology Adoption in Utah Population Database.;Priyanka Chaurasia, Sally I. McClean, Chris D. Nugent, Ian Cleland, Shuai Zhang , Mark P. Donnelly, Bryan W. Scotney, Chelsea Sanders, Ken Smith, Maria C. Norton, JoAnn T. Tschanz;2016;UCAmI;Conference and Workshop Papers;https://dblp.org/rec/conf/ucami/ChaurasiaMNCZDS16;https://doi.org/10.1007/978-3-319-48799-1_12;98-103;;;;;10.1007/978-3-319-48799-1_12
conf/uss/EykholtPM17;2-s2.0-85067562489;Ensuring Authorized Updates in Multi-user Database-Backed Applications.;Kevin Eykholt, Atul Prakash , Barzan Mozafari;2017;USENIX Security Symposium;Conference and Workshop Papers;https://dblp.org/rec/conf/uss/EykholtPM17;https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/eykholt;1445-1462;;;;;
conf/vldb/Andre23;2-s2.0-85169437281;Automated Database Schema Evolution in Microservices.;Maxime André;2023;PhD@VLDB;Conference and Workshop Papers;https://dblp.org/rec/conf/vldb/Andre23;https://ceur-ws.org/Vol-3452/paper10.pdf;37-40;;;;;
conf/vsmm/BiellaLS12;2-s2.0-84872032932;Schema migration into a web-based framework for generating virtual museums and laboratories.;Daniel Biella, Wolfram Luther, Daniel Sacher;2012;VSMM;Conference and Workshop Papers;https://dblp.org/rec/conf/vsmm/BiellaLS12;https://doi.org/10.1109/VSMM.2012.6365939;307-314;;;;;10.1109/VSMM.2012.6365939
conf/vtc/YamadaNMY17;2-s2.0-85040582371;Machine Learning-Based Primary Exclusive Region Update for Database-Driven Spectrum Sharing.;Aogu Yamada, Takayuki Nishio, Masahiro Morikura, Koji Yamamoto;2017;VTC Spring;Conference and Workshop Papers;https://dblp.org/rec/conf/vtc/YamadaNMY17;https://doi.org/10.1109/VTCSpring.2017.8108628;1-Μαϊ;;;;;10.1109/VTCSPRING.2017.8108628
conf/waim/XueSNKY12;2-s2.0-84865614969;A Transparent Approach for Database Schema Evolution Using View Mechanism.;Jianxin Xue, Derong Shen, Tiezheng Nie, Yue Kou, Ge Yu;2012;WAIM;Conference and Workshop Papers;https://dblp.org/rec/conf/waim/XueSNKY12;https://doi.org/10.1007/978-3-642-32281-5_40;405-418;;;;;10.1007/978-3-642-32281-5_40
conf/wcnc/YamashitaYNM16;2-s2.0-84987959326;Knowledge-based update of primary exclusive region for database-driven spectrum sharing towards 5G.;Shota Yamashita, Koji Yamamoto , Takayuki Nishio, Masahiro Morikura;2016;WCNC Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/wcnc/YamashitaYNM16;https://doi.org/10.1109/WCNCW.2016.7552742;455-458;;;;;10.1109/WCNCW.2016.7552742
conf/wcre/AfonsoSCMCG20;2-s2.0-85083572792;LESSQL: Dealing with Database Schema Changes in Continuous Deployment.;Ariel Afonso, Altigran S. da Silva, Tayana Conte, Paulo Martins , João M. B. Cavalcanti, Alessandro Garcia;2020;SANER;Conference and Workshop Papers;https://dblp.org/rec/conf/wcre/AfonsoSCMCG20;https://doi.org/10.1109/SANER48275.2020.9054796;138-148;;;;;10.1109/SANER48275.2020.9054796
conf/wcre/MeuriceC17;2-s2.0-85018415398;Supporting schema evolution in schema-less NoSQL data stores.;Loup Meurice, Anthony Cleve;2017;SANER;Conference and Workshop Papers;https://dblp.org/rec/conf/wcre/MeuriceC17;https://doi.org/10.1109/SANER.2017.7884653;457-461;;;;;10.1109/SANER.2017.7884653
conf/webist/AkazawaMS20;2-s2.0-85107112945;Transforming Property Path Query According to Shape Expression Schema Update.;Goki Akazawa, Naoto Matsubara, Nobutaka Suzuki;2020;WEBIST;Conference and Workshop Papers;https://dblp.org/rec/conf/webist/AkazawaMS20;https://doi.org/10.5220/0010173002920298;292-298;;;;;10.5220/0010173002920298
conf/wims/MeuselBP15;2-s2.0-84958543663;A Web-scale Study of the Adoption and Evolution of the schema.org Vocabulary over Time.;Robert Meusel, Christian Bizer, Heiko Paulheim;2015;WIMS;Conference and Workshop Papers;https://dblp.org/rec/conf/wims/MeuselBP15;https://doi.org/10.1145/2797115.2797124;15:1-15:11;;;;;10.1145/2797115.2797124
conf/wirn/NapolitanoTB13;2-s2.0-84897902323;An Adaptive Reference Point Approach to Efficiently Search Large Chemical Databases.;Francesco Napolitano, Roberto Tagliaferri, Pierre Baldi;2013;WIRN;Conference and Workshop Papers;https://dblp.org/rec/conf/wirn/NapolitanoTB13;https://doi.org/10.1007/978-3-319-04129-2_7;63-74;;;;;10.1007/978-3-319-04129-2_7
conf/wism/YaoZ11;2-s2.0-80053586000;The Methods and Applications for Geospatial Database Updating Based on Feature Extraction and Change Detection from Remote Sensing Imagery.;Guohong Yao, Jin Zhang;2011;WISM;Conference and Workshop Papers;https://dblp.org/rec/conf/wism/YaoZ11;https://doi.org/10.1007/978-3-642-24273-1_25;185-191;;;;;10.1007/978-3-642-24273-1_25
conf/wism/ZhangLS11;2-s2.0-80053401242;Data Privacy Preservation during Schema Evolution for Multi-tenancy Applications in Cloud Computing.;Kun Zhang , Qingzhong Li, Yuliang Shi;2011;WISM;Conference and Workshop Papers;https://dblp.org/rec/conf/wism/ZhangLS11;https://doi.org/10.1007/978-3-642-23971-7_47;376-383;;;;;10.1007/978-3-642-23971-7_47
conf/worldcist/PereiraP14;2-s2.0-84898614532;Towards a Flexible and Transparent Database Evolution.;Rui Humberto R. Pereira, J. Baltasar García Pérez-Schofield;2014;WorldCIST;Conference and Workshop Papers;https://dblp.org/rec/conf/worldcist/PereiraP14;https://doi.org/10.1007/978-3-319-05948-8_3;23-33;;;;;10.1007/978-3-319-05948-8_3
conf/www/WolffW12;2-s2.0-84861029045;Adapting similarity on the MagnaTagATune database: effects of model and feature choices.;Daniel Wolff, Tillman Weyde;2012;WWW;Conference and Workshop Papers;https://dblp.org/rec/conf/www/WolffW12;https://doi.org/10.1145/2187980.2188225;931-936;;;;;10.1145/2187980.2188225
journals/access/Al-MasriKAH19;2-s2.0-85077193340;Development of Adaptive Artificial Neural Network Security Assessment Schema for Malaysian Power Grids.;Ahmed N. Al-Masri, Mohd Zainal Abidin Ab Kadir, Ali Saadon Al-Ogaili, Yap Hoon;2019;IEEE Access;Journal Articles;https://dblp.org/rec/journals/access/Al-MasriKAH19;https://doi.org/10.1109/ACCESS.2019.2957884;180093-180105;7;;;;10.1109/ACCESS.2019.2957884
journals/access/LiuCZT19;2-s2.0-85064836662;An Adaptive Fingerprint Database Updating Method for Room Localization.;Xi Liu , Jian Cen, Yiju Zhan, Chengpei Tang;2019;IEEE Access;Journal Articles;https://dblp.org/rec/journals/access/LiuCZT19;https://doi.org/10.1109/ACCESS.2019.2908000;42626-42638;7;;;;10.1109/ACCESS.2019.2908000
journals/access/LiuWFZW20;2-s2.0-85092776732;A Novel Curve Database for Moisture Evaluation of Transformer Oil-Immersed Cellulose Insulation Using FDS and Exponential Decay Model.;Jiefeng Liu, Zixiao Wang , Xianhao Fan, Yiyi Zhang, Jiaqi Wang;2020;IEEE Access;Journal Articles;https://dblp.org/rec/journals/access/LiuWFZW20;https://doi.org/10.1109/ACCESS.2020.3027906;180728-180737;8;;;;10.1109/ACCESS.2020.3027906
journals/access/RaoufAB21;2-s2.0-85119976280;A Predictive Multi-Tenant Database Migration and Replication in the Cloud Environment.;Ahmed E. Abdel Raouf, Alshaimaa Abo-Alian, Nagwa L. Badr;2021;IEEE Access;Journal Articles;https://dblp.org/rec/journals/access/RaoufAB21;https://doi.org/10.1109/ACCESS.2021.3126582;152015-152031;9;;;;10.1109/ACCESS.2021.3126582
journals/access/ThakareD19;2-s2.0-85065469701;A Novel Adaptive Database Cache Optimization Algorithm Based on Predictive Working Sets in Cloud Environment.;Atul O. Thakare, Parag S. Deshpande;2019;IEEE Access;Journal Articles;https://dblp.org/rec/journals/access/ThakareD19;https://doi.org/10.1109/ACCESS.2019.2912751;54343-54359;7;;;;10.1109/ACCESS.2019.2912751
journals/access/ZhengLTM22;2-s2.0-85122850067;Optimization Method for Distributed Database Query Based on an Adaptive Double Entropy Genetic Algorithm.;Bingxu Zheng, Xiang Li, Zhenzhen Tian, Limin Meng;2022;IEEE Access;Journal Articles;https://dblp.org/rec/journals/access/ZhengLTM22;https://doi.org/10.1109/ACCESS.2022.3141589;4640-4648;10;;;;10.1109/ACCESS.2022.3141589
journals/acj/AhmedALSBR11;2-s2.0-84860496510;Using Ontologies to Synchronize Change in Relational Database Systems.;Waqas Ahmed , Muhammad Ahtisham Aslam, Antonio A. Lopez-Lorca, Jun Shen , Ghassan Beydoun, Debbie Richards;2011;J. Res. Pract. Inf. Technol.;Journal Articles;https://dblp.org/rec/journals/acj/AhmedALSBR11;http://ws.acs.org.au/jrpit/JRPITVolumes/JRPIT43/JRPIT43.2.89.pdf;89-108;43;2;;;
journals/aei/SchleglSTWD22;2-s2.0-85130117116;Adaptive similarity search for the retrieval of rare events from large time series databases.;Thomas Schlegl, Stefan Schlegl, Domenico Tomaselli, Nikolai West, Jochen Deuse;2022;Adv. Eng. Informatics;Journal Articles;https://dblp.org/rec/journals/aei/SchleglSTWD22;https://doi.org/10.1016/j.aei.2022.101629;101629;52;;;;10.1016/J.AEI.2022.101629
