Reviewer2;EID;Authors;AuthorFullNames;AuthorIDs;Title;Year;SourceTitle;Volume;Issue;ArtNo;PageStart;PageEnd;citedBy;doi_lowercase;DOI;Link;DocumentTypeSCOPUS;PublicationStage;OpenAccess;SourceSCOPUS
N;2-s2.0-85142258437;Muhammad A.Y., Azizah F.N.;Muhammad, Ananda Yulizar (57971608600) | Azizah, Fazat Nur (15135312100);57971608600 | 15135312100;Conversion of Entity-Relationship Model to NoSQL Document-Oriented Database Logical Model Using Workload Information and Entity Update Frequency;2022;2022 9th International Conference on Advanced Informatics: Concepts, Theory and Applications, ICAICTA 2022;;;;;;;10.1109/icaicta56449.2022.9932986;10.1109/ICAICTA56449.2022.9932986;https://www.scopus.com/pages/publications/85142258437?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85142442652;Zhang C., Chen X., Xu X., Peng A.;Zhang, Chenxin (57976870300) | Chen, Xin (57221316169) | Xu, Xueting (57205303488) | Peng, Ao (56205874800);57976870300 | 57221316169 | 57205303488 | 56205874800;An Adaptive Update Algorithm for Fingerprint Database Based on Validity Detection;2022;2022 6th International Conference on Automation, Control and Robots, ICACR 2022;;;;224;230;;10.1109/icacr55854.2022.9935532;10.1109/ICACR55854.2022.9935532;https://www.scopus.com/pages/publications/85142442652?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85142613647;;;;IAL 2022 - Proceedings of the Workshop on Interactive Adaptive Learning, co-located with European Conference on Machine Learning and Principles andPractice of Knowledge Discovery in Databases, ECML PKDD 2022;2022;CEUR Workshop Proceedings;3259;;;;;;;;https://www.scopus.com/pages/publications/85142613647?origin=resultslist;Conference review;Final;;Scopus
N;2-s2.0-85142882718;Klees M., Evirgen S.;Klees, Marina (57986078100) | Evirgen, Safa (57985757400);57986078100 | 57985757400;Building a smart database for predictive maintenance in already implemented manufacturing systems;2022;Procedia Computer Science;204;;;14;21;;10.1016/j.procs.2022.08.002;10.1016/j.procs.2022.08.002;https://www.scopus.com/pages/publications/85142882718?origin=resultslist;Conference paper;Final;All Open Access | Gold Open Access;Scopus
Y;2-s2.0-85145854771;Rajaram K., Sharma P., Selvakumar S.;Rajaram, Kanchana (36343995500) | Sharma, Pankaj (57488415100) | Selvakumar, S. (57649837800);36343995500 | 57488415100 | 57649837800;DLoader: Migration of Data from SQL to NoSQL Databases;2023;Cognitive Science and Technology;;;;193;204;;10.1007/978-981-19-2358-6_19;10.1007/978-981-19-2358-6_19;https://www.scopus.com/pages/publications/85145854771?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85147328106;Truong A., Dinh L.T., Vy N.T.T.;Truong, Anh (56018155500) | Dinh, Le Thanh (58089335000) | Vy, Ngo Thi Tu (58089246200);56018155500 | 58089335000 | 58089246200;Applying Tuple Migration to Preserve Privacy in Databases;2022;Proceedings - 2022 9th NAFOSTED Conference on Information and Computer Science, NICS 2022;;;;300;304;;10.1109/nics56915.2022.10013443;10.1109/NICS56915.2022.10013443;https://www.scopus.com/pages/publications/85147328106?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85147417930;Flores-Calero M., Pilla-Barroso M.;Flores-Calero, Marco (22950496500) | Pilla-Barroso, Melisa (58091285800);22950496500 | 58091285800;"Detection of sudden cardiac death using the adaptive spectral method on the T wave: An experimental study on public databases; [Detección de la muerte súbita cardíaca usando el método espectral adaptativo sobre la onda T: Estudio experimental sobre bases de datos públicas]";2020;Ingenius;2020;24;;59;67;;10.17163/ings.n24.2020.06;10.17163/ings.n24.2020.06;https://www.scopus.com/pages/publications/85147417930?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85148354326;Ducatteeuw V., Biltereyst D., Meers P., Verbruggen C., Moreels D., Noordegraaf J., Chambers S., De Potter P., Cachet T., Franck N., Deroo F.;Ducatteeuw, Vincent (57343115800) | Biltereyst, Daniel (6506997611) | Meers, Philippe (36482926300) | Verbruggen, Christophe (26656457500) | Moreels, Dries (35790046500) | Noordegraaf, Julia (57190008250) | Chambers, Sally (57213171518) | De Potter, Pieterjan (35174159900) | Cachet, Tamar (58107923200) | Franck, Nicolas (58107923300) | Deroo, Florian (57851786700);57343115800 | 6506997611 | 36482926300 | 26656457500 | 35790046500 | 57190008250 | 57213171518 | 35174159900 | 58107923200 | 58107923300 | 57851786700;Critical Reflections on Cinema Belgica: The Database for New Cinema History in Belgium;2022;Journal of Open Humanities Data;9;;1;;;;10.5334/johd.91;10.5334/johd.91;https://www.scopus.com/pages/publications/85148354326?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85149422419;Chen Y.-H., Chao C.-H., Chen Y.-Y.;Chen, Yung-Hsiang (55584367300) | Chao, Chan-Hong (14625980300) | Chen, Yung-Yue (35204707000);55584367300 | 14625980300 | 35204707000;An Adaptive Optimal Control Design for Mobile Robots with A Symmetrical Schematic;2022;Proceedings of the 4th IEEE Eurasia Conference on IoT, Communication and Engineering 2022, ECICE 2022;;;;565;568;;10.1109/ecice55674.2022.10042885;10.1109/ECICE55674.2022.10042885;https://www.scopus.com/pages/publications/85149422419?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85149457718;Ueda T., Ishii K.;Ueda, Takumi (58131373100) | Ishii, Kazuo (7403966003);58131373100 | 7403966003;Design of A Parameter Update Method of the Database-Driven PID Controller Considering H∞ Norm of the System;2023;Proceedings of International Conference on Artificial Life and Robotics;;;;515;518;;;;https://www.scopus.com/pages/publications/85149457718?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85149731944;Chauhan N.R., Dwivedi R.K.;Chauhan, Nupa Ram (57204529813) | Dwivedi, Rakesh Kumar (57224182856);57204529813 | 57224182856;Adaptive Admission Control Policy in Distributed Real Time Database System;2022;Proceedings of the 2022 11th International Conference on System Modeling and Advancement in Research Trends, SMART 2022;;;;1057;1062;;10.1109/smart55829.2022.10047441;10.1109/SMART55829.2022.10047441;https://www.scopus.com/pages/publications/85149731944?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85149841389;;;;Preserving the history of mobile gaming—a review of The Retro Mobile Gaming Database;2023;Mobile Media and Communication;11;3;;572;574;;10.1177/20501579231155533;10.1177/20501579231155533;https://www.scopus.com/pages/publications/85149841389?origin=resultslist;Note;Final;;Scopus
Y;2-s2.0-85153125404;Patni J.C., Sharma H.K., Tomar R., Katal A.;Patni, Jagdish Chandra (46161508100) | Sharma, Hitesh Kumar (57169546300) | Tomar, Ravi (56160523400) | Katal, Avita (55233742600);46161508100 | 57169546300 | 56160523400 | 55233742600;Database Management System: An Evolutionary Approach;2022;Database Management System: An Evolutionary Approach;;;;1;230;;10.1201/9780429282843;10.1201/9780429282843;https://www.scopus.com/pages/publications/85153125404?origin=resultslist;Book;Final;;Scopus
N;2-s2.0-85153756074;Voigt M.P., Roth D., Kreimeyer M.;Voigt, Michael P. (57310523000) | Roth, Daniel (55199678600) | Kreimeyer, Matthias (16022244200);57310523000 | 55199678600 | 16022244200;SYSTEMATIC CLASSIFICATION OF ADAPTIVE FAÇADES - PREPARING A DATABASE;2023;Proceedings of the Design Society;3;;;3295;3304;;10.1017/pds.2023.330;10.1017/pds.2023.330;https://www.scopus.com/pages/publications/85153756074?origin=resultslist;Conference paper;Final;All Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-85158146994;Ragala Z., Retbi A., Bennani S.;Ragala, Zaynabe (57807775100) | Retbi, Asmaa (56275916700) | Bennani, Samir (56768273100);57807775100 | 56275916700 | 56768273100;Improving Recommendation System by using a knowledge Graph Database for Maintenance of Rolling Stock;2023;2023 International Conference on IT Innovation and Knowledge Discovery, ITIKD 2023;;;;;;;10.1109/itikd56332.2023.10099517;10.1109/ITIKD56332.2023.10099517;https://www.scopus.com/pages/publications/85158146994?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85159645607;Ermolaev V.A., Mikhailenko A.V., Ruban D.A.;Ermolaev, V.A. (57190978513) | Mikhailenko, A.V. (55971159100) | Ruban, D.A. (8520926600);57190978513 | 55971159100 | 8520926600;Evaluation of Indicators of an Industrial Ecological Problem in the Bibliographical Database (Exemplified by Influence of Refrigerating Equipment on Global Climate Change);2023;Scientific and Technical Information Processing;50;1;;74;80;;10.3103/s0147688223010100;10.3103/S0147688223010100;https://www.scopus.com/pages/publications/85159645607?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85159963485;Heriyanti, Azizah N., Cesna G.P., Anggraini Santoso N., Ayu Sanjaya Y.P.;Heriyanti (58284940200) | Azizah, Nur (57421243500) | Cesna, Galih Putra (57852956400) | Anggraini Santoso, Nesti (58284960200) | Ayu Sanjaya, Yulia Putri (57986217100);58284940200 | 57421243500 | 57852956400 | 58284960200 | 57986217100;Blockchain Technology Evolution Trends Bibliometrics Analysis on Scopus Database Using VOSviewer;2022;2022 IEEE Creative Communication and Innovative Technology, ICCIT 2022;;;;;;;10.1109/iccit55355.2022.10118963;10.1109/ICCIT55355.2022.10118963;https://www.scopus.com/pages/publications/85159963485?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85162646776;Kline K., McDowell D., Dorsey D., Gordon M.;Kline, Kevin (58337121800) | McDowell, Denis (58338463700) | Dorsey, Dustin (58340445100) | Gordon, Matt (58234920000);58337121800 | 58338463700 | 58340445100 | 58234920000;Pro Database Migration to Azure: Data Modernization for the Enterprise;2022;Pro Database Migration to Azure: Data Modernization for the Enterprise;;;;1;330;;10.1007/978-1-4842-8230-4;10.1007/978-1-4842-8230-4;https://www.scopus.com/pages/publications/85162646776?origin=resultslist;Book;Final;All Open Access | Bronze Open Access;Scopus
N;2-s2.0-85163391991;Saini J.R.;Saini, Jatinderkumar R. (55535054500);55535054500;An Analytical View of Evolutionary Development of Computing Database Research in Fifty Years;2023;Lecture Notes in Networks and Systems;628 LNNS;;;523;534;;10.1007/978-981-19-9888-1_42;10.1007/978-981-19-9888-1_42;https://www.scopus.com/pages/publications/85163391991?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85163526211;Tang J., Zhang H., Zhang H., Zhu H.;Tang, Ji (57885997200) | Zhang, Huanlin (58176827700) | Zhang, Hai (55685609400) | Zhu, Hao (56270497300);57885997200 | 58176827700 | 55685609400 | 56270497300;PopTradeOff: A database for exploring population-specificity of adaptive evolution, disease susceptibility, and drug responsiveness;2023;Computational and Structural Biotechnology Journal;21;;;3443;3451;;10.1016/j.csbj.2023.06.008;10.1016/j.csbj.2023.06.008;https://www.scopus.com/pages/publications/85163526211?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
Y;2-s2.0-85164157552;Saadouni C., El Bouchti K., Reda O.M., Ziti S.;Saadouni, Chaimae (58475365500) | El Bouchti, Karim (57210748823) | Reda, Oussama Mohamed (16507542200) | Ziti, Soumia (55999104600);58475365500 | 57210748823 | 16507542200 | 55999104600;Data Migration from Relational to NoSQL Database: Review and Comparative Study;2023;Lecture Notes in Networks and Systems;637 LNNS;;;252;264;;10.1007/978-3-031-26384-2_22;10.1007/978-3-031-26384-2_22;https://www.scopus.com/pages/publications/85164157552?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85164257686;Sindhu Madhuri G., Mahesh T.R.;Sindhu Madhuri, G. (57204730833) | Mahesh, T.R. (57638929100);57204730833 | 57638929100;The Smart Development with Dynamic Recollection Adaptive Loom for Frequent Pattern Monitoring in Large Scale Databases;2023;2nd IEEE International Conference on Distributed Computing and Electrical Circuits and Electronics, ICDCECE 2023;;;;;;;10.1109/icdcece57866.2023.10150481;10.1109/ICDCECE57866.2023.10150481;https://www.scopus.com/pages/publications/85164257686?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85164873426;;;;Insert, Update and Delete Data from Databases;2022;Oracle Database Programming with Java: Ideas, Designs, and Implementations;;;;223;271;;10.1201/9781003304029-7;10.1201/9781003304029-7;https://www.scopus.com/pages/publications/85164873426?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85165130906;Clapp S.;Clapp, Sharon (58494462100);58494462100;Uncovering Their History: Building a Photographic Inventory Database of Grave Markers;2023;Computers in Libraries;43;6;;4;8;;;;https://www.scopus.com/pages/publications/85165130906?origin=resultslist;Note;Final;;Scopus
N;2-s2.0-85165443669;Geubbels E.L.P.E., Backer J.A., Bakhshi-Raiez F., van der Beek R.F.H.J., van Benthem B.H.B., van den Boogaard J., Broekman E.H., Dongelmans D.A., Eggink D., van Gaalen R.D., van Gageldonk A., Hahné S., Hajji K., Hofhuis A., van Hoek A.J., Kooijman M.N., Kroneman A., Lodder W., van Rooijen M., Roorda W., Smorenburg N., Zwagemaker F., Beck Y.-L., van Beugen D., van Boven M., Breuning T., van Buuren C., Dijkstra S., Ding W., van der Drift A.-M., Grift I., Haver A., Hetebrij W., van de Hoef D., de Jong K., de Klijne A., Koelewijn J., Kooij J., Korevaar J., Lynch G., Nagelkerke E., Nicanci S., Peters N., Peterse C., van der Plaats R., Poorter E., Raaijmakers G., van Rijckevorsel L., de Rijk S., Sam-Sin N., Senyer M., Sheikh Moghaddas R., Stouten S., Theijn R., van Velzen M., Voshart I., Welling A., Wijsmuller A., Winkelhorst N., Wong-Loi-Sing G., Andeweg S., van den Berg P., Berry D., Boudewijns B., de Bruijn S., Bulsink K., Dalhuisen T., van Iersel S., Jenniskens L., Jongenotter F., de Lange M., Lanooij S., de Melker H., Maxwell A., Neppelenbroek N., Nijman S., de Oliviera Bressane Lima P., Petit F., Smit T., Teirlinck A., Valk A.-W., Veldhuijzen I., Verstraten C., Wielders L., Willekens G., de Keizer N.F., van Walle I., de Roda Husman A.M., Ruijs C., van den Hof S.;Geubbels, E.L.P.E. (55321707500) | Backer, J.A. (58918949600) | Bakhshi-Raiez, F. (23491368200) | van der Beek, R.F.H.J. (57747643300) | van Benthem, B.H.B. (6701687099) | van den Boogaard, J. (25624158800) | Broekman, E.H. (58500381700) | Dongelmans, D.A. (6508168536) | Eggink, D. (16244805200) | van Gaalen, R.D. (35244088400) | van Gageldonk, A. (57844409400) | HahnÃ©, S. (14010723600) | Hajji, K. (57376807100) | Hofhuis, A. (14058030500) | van Hoek, A.J. (24554371200) | Kooijman, M.N. (56049280100) | Kroneman, A. (6602607754) | Lodder, W. (6505778112) | van Rooijen, M. (57195064063) | Roorda, W. (58499819200) | Smorenburg, N. (57230488200) | Zwagemaker, F. (57222388087) | Beck, Yu-Ling (58503218500) | van Beugen, Dorothe (58503091500) | van Boven, Michiel (7004419934) | Breuning, Titus (58303715500) | van Buuren, Chesley (58502709700) | Dijkstra, Sipke (58503218600) | Ding, Weiyi (58503345300) | van der Drift, Anne-Merel (57746998300) | Grift, Ivo (57226291031) | Haver, Auke (58503468800) | Hetebrij, Wouter (57214803551) | van de Hoef, Demi (58502962900) | de Jong, Kim (58502709800) | de Klijne, Arnoud (58503345400) | Koelewijn, Jaap (57868876500) | Kooij, Jannetje (58503468900) | Korevaar, Jeroen (58502963000) | Lynch, Gretta (55920418500) | Nagelkerke, Erwin (57191927295) | Nicanci, SÃ¼eda (58502709900) | Peters, Noel (58503447800) | Peterse, CÃ©line (57868709000) | van der Plaats, Rozemarijn (43161522400) | Poorter, Elsa (58503571300) | Raaijmakers, Gino (58502817700) | van Rijckevorsel, Lars (58503065400) | de Rijk, Sharona (57214448478) | Sam-Sin, NathanaÃ«l (58503571400) | Senyer, Merve (58503447900) | Sheikh Moghaddas, Reza (58502941900) | Stouten, Sjors (57219976522) | Theijn, Rick (58503197700) | van Velzen, Max (58503571500) | Voshart, Ilse (58503571600) | Welling, Anne (57746998400) | Wijsmuller, Arno (58503197800) | Winkelhorst, Nicolas (58503197900) | Wong-Loi-Sing, Gimairo (58503065500) | Andeweg, Stijn (57219459045) | van den Berg, Patrick (57230089600) | Berry, Danytza (57230880400) | Boudewijns, Bronke (57219626351) | de Bruijn, SimÃ©on (57231074500) | Bulsink, Kirsten (57230678800) | Dalhuisen, Thomas (57306894900) | van Iersel, Senna (57231074400) | Jenniskens, Liz (57230296500) | Jongenotter, Femke (57345946100) | de Lange, Marit (55603108000) | Lanooij, Susan (57229903800) | de Melker, Hester (7003268841) | Maxwell, Amber (57229706900) | Neppelenbroek, Nienke (57207960556) | Nijman, Steven (58067840500) | de Oliviera Bressane Lima, Priscila (58502689100) | Petit, Fleur (57538906000) | Smit, Tara (57230679000) | Teirlinck, Anne (36465686800) | Valk, Anne-Wil (57345819400) | Veldhuijzen, Irene (6603076038) | Verstraten, Carolien (57345807200) | Wielders, Lieke (57215905141) | Willekens, Guido (57230488300) | de Keizer, N.F. (35557831100) | van Walle, I. (57194595019) | de Roda Husman, A.M. (6602685033) | Ruijs, C. (58500568600) | van den Hof, S. (56089651700);55321707500 | 58918949600 | 23491368200 | 57747643300 | 6701687099 | 25624158800 | 58500381700 | 6508168536 | 16244805200 | 35244088400 | 57844409400 | 14010723600 | 57376807100 | 14058030500 | 24554371200 | 56049280100 | 6602607754 | 6505778112 | 57195064063 | 58499819200 | 57230488200 | 57222388087 | 58503218500 | 58503091500 | 7004419934 | 58303715500 | 58502709700 | 58503218600 | 58503345300 | 57746998300 | 57226291031 | 58503468800 | 57214803551 | 58502962900 | 58502709800 | 58503345400 | 57868876500 | 58503468900 | 58502963000 | 55920418500 | 57191927295 | 58502709900 | 58503447800 | 57868709000 | 43161522400 | 58503571300 | 58502817700 | 58503065400 | 57214448478 | 58503571400 | 58503447900 | 58502941900 | 57219976522 | 58503197700 | 58503571500 | 58503571600 | 57746998400 | 58503197800 | 58503197900 | 58503065500 | 57219459045 | 57230089600 | 57230880400 | 57219626351 | 57231074500 | 57230678800 | 57306894900 | 57231074400 | 57230296500 | 57345946100 | 55603108000 | 57229903800 | 7003268841 | 57229706900 | 57207960556 | 58067840500 | 58502689100 | 57538906000 | 57230679000 | 36465686800 | 57345819400 | 6603076038 | 57345807200 | 57215905141 | 57230488300 | 35557831100 | 57194595019 | 6602685033 | 58500568600 | 56089651700;The daily updated Dutch national database on COVID-19 epidemiology, vaccination and sewage surveillance;2023;Scientific Data;10;1;469;;;;10.1038/s41597-023-02232-w;10.1038/s41597-023-02232-w;https://www.scopus.com/pages/publications/85165443669?origin=resultslist;Data paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
Y;2-s2.0-85166312288;Eldrrat H.A., Maatuk A.M.;Eldrrat, Hanan A. (58514962100) | Maatuk, Abdelsalam M. (25031535900);58514962100 | 25031535900;Data Migration from Conventional Databases into NoSQL: Methods and Techniques;2023;Proceeding - 2023 IEEE 3rd International Maghreb Meeting of the Conference on Sciences and Techniques of Automatic Control and Computer Engineering, MI-STA 2023;;;;370;375;;10.1109/mi-sta57575.2023.10169232;10.1109/MI-STA57575.2023.10169232;https://www.scopus.com/pages/publications/85166312288?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85166353753;Sobhanbabu B., Bharati K.F.;Sobhanbabu, Badugu (57223127036) | Bharati, Kodangalkar Fakeerappa (57200141658);57223127036 | 57200141658;An Intelligent Evolutionary Schema on Precision Medicine for Diabetes Using Big Data Analytics;2023;Revue d'Intelligence Artificielle;37;2;;433;439;;10.18280/ria.370220;10.18280/ria.370220;https://www.scopus.com/pages/publications/85166353753?origin=resultslist;Article;Final;All Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-85171270957;Mehta B., Neelesh C.A., Iyer P.S., Amiri M.J., Loo B.T., Marcus R.;Mehta, Bhavana (57979738300) | Neelesh, C.A. (58577492100) | Iyer, Prashanth S. (58577849700) | Amiri, Mohammad Javad (57190126506) | Loo, Boon Thau (8700326800) | Marcus, Ryan (57190379924);57979738300 | 58577492100 | 58577849700 | 57190126506 | 8700326800 | 57190379924;Towards Adaptive Fault-Tolerant Sharded Databases (Extended Abstracts);2023;CEUR Workshop Proceedings;3462;;;;;;;;https://www.scopus.com/pages/publications/85171270957?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85172596194;Algorri M., Drake J.M., Zorrilla M.;Algorri, Miguel (57210847993) | Drake, JosÃ© MÂª (35566406900) | Zorrilla, Marta (13005768500);57210847993 | 35566406900 | 13005768500;"Reactive database update using data stream processor chains; [Actualización reactiva de bases de datos usando cadenas de procesadores de flujo de datos]";2017;Actas de las 22nd Jornadas de Ingeniera del Software y Bases de Datos, JISBD 2017;;;;;;;;;https://www.scopus.com/pages/publications/85172596194?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85172887657;Zhao Y., Liu R., Liu Z., Lu Y., Liu L., Wang J., Liu W.;Zhao, Yuhong (55887543200) | Liu, Ruirui (58221718200) | Liu, Zhansheng (57191688199) | Lu, Yun (58627476000) | Liu, Liang (55715284300) | Wang, Jingjing (56502541200) | Liu, Wenxiang (57917081100);55887543200 | 58221718200 | 57191688199 | 58627476000 | 55715284300 | 56502541200 | 57917081100;Enhancing Zero-Carbon Building Operation and Maintenance: A Correlation-Based Data Mining Approach for Database Analysis;2023;Sustainability (Switzerland);15;18;13671;;;;10.3390/su151813671;10.3390/su151813671;https://www.scopus.com/pages/publications/85172887657?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-85173605335;Wang H., Gao R., Zhang C., Wang L., Li H.;Wang, Hongkai (57190402002) | Gao, Ruohan (58339070700) | Zhang, Chen (57221301384) | Wang, Lichen (58337066400) | Li, Heran (58637667300);57190402002 | 58339070700 | 57221301384 | 58337066400 | 58637667300;Joint Workload Forecasting and Configuration Tuning to Achieve Cloud Database Performance Adaptation;2023;Proceedings - 2023 International Conference on Frontiers of Robotics and Software Engineering, FRSE 2023;;;;188;193;;10.1109/frse58934.2023.00033;10.1109/FRSE58934.2023.00033;https://www.scopus.com/pages/publications/85173605335?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85173974390;;;;IAL@ECML-PKDD 2023 - Proceedings of the Workshop on Interactive Adaptive Learning, co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, ECML-PKDD 2023;2023;CEUR Workshop Proceedings;3470;;;;;;;;https://www.scopus.com/pages/publications/85173974390?origin=resultslist;Conference review;Final;;Scopus
Y;2-s2.0-85177428773;Syarbaini Siregar R.A., Azizah F.N.;Syarbaini Siregar, Rizky Anggita (58704500400) | Azizah, Fazat Nur (15135312100);58704500400 | 15135312100;Migration from Relational Database to Column-Oriented NoSQL Database;2023;Proceedings of 2023 IEEE International Conference on Data and Software Engineering, ICoDSE 2023;;;;174;179;;10.1109/icodse59534.2023.10291800;10.1109/ICoDSE59534.2023.10291800;https://www.scopus.com/pages/publications/85177428773?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85177432260;Tandya W., Azizah F.N.;Tandya, Wilson (58703583200) | Azizah, Fazat Nur (15135312100);58703583200 | 15135312100;Migration of Relational Database to NoSQL Document-Oriented Database;2023;Proceedings of 2023 IEEE International Conference on Data and Software Engineering, ICoDSE 2023;;;;180;185;;10.1109/icodse59534.2023.10291584;10.1109/ICoDSE59534.2023.10291584;https://www.scopus.com/pages/publications/85177432260?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85179507034;Lian X., Zhu H., He B., Li Z.;Lian, Xiangchao (57556509700) | Zhu, Han (56654546000) | He, Bin (57421744300) | Li, Zhengrong (57884274600);57556509700 | 56654546000 | 57421744300 | 57884274600;Establishment of DGP change curve database of office building in Shanghai;2023;Building Simulation Conference Proceedings;18;;;455;460;;10.26868/25222708.2023.1191;10.26868/25222708.2023.1191;https://www.scopus.com/pages/publications/85179507034?origin=resultslist;Conference paper;Final;All Open Access | Bronze Open Access;Scopus
N;2-s2.0-85180738013;Trofimenko Y.V., Yakubovich A.N., Lytov V.M.;Trofimenko, Yu. V. (56098551600) | Yakubovich, A.N. (57207116885) | Lytov, V.M. (58064036700);56098551600 | 57207116885 | 58064036700;Development of Approaches to Updated Database on the Vehicle Fleet of Various Countries for Assessing Gross Greenhouse Gas Emissions;2023;2023 Intelligent Technologies and Electronic Devices in Vehicle and Road Transport Complex, TIRVED 2023 - Conference Proceedings;;;;;;;10.1109/tirved58506.2023.10332670;10.1109/TIRVED58506.2023.10332670;https://www.scopus.com/pages/publications/85180738013?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85181261400;Ramos-Vidal D., Cortiñas A., Luaces M.R., Pedreira Ó., Places Á.S.;Ramos-Vidal, Delfina (57224172210) | CortiÃ±as, Alejandro (57021823200) | Luaces, Miguel R. (8694723200) | Pedreira, Ã“scar (23397760700) | Places, Ãngeles Saavedra (13403686900);57224172210 | 57021823200 | 8694723200 | 23397760700 | 13403686900;"DSL for the migration of legacy databases within the framework of an LPS; [DSL para la migración de bases de datos legacy en el marco de una LPS]";2022;26th Jornadas de Ingenieria del Software y Bases de Datos, JISBD 2022;;;;;;;;;https://www.scopus.com/pages/publications/85181261400?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85181261782;Suarez-Otero P., Mior M.J., Suarez-Cabal M.J., Tuya J.;Suarez-Otero, Pablo (57202453352) | Mior, Michael J. (42561437500) | Suarez-Cabal, MarÃ­a Jose (8444075100) | Tuya, Javier (6603310027);57202453352 | 42561437500 | 8444075100 | 6603310027;"Study of the evolution of column-oriented databases in open-source projects; [Estudio de evolución de bases de datos orientadas a columnas en proyectos open-source]";2022;26th Jornadas de Ingenieria del Software y Bases de Datos, JISBD 2022;;;;;;;;;https://www.scopus.com/pages/publications/85181261782?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85182402299;Guo M., Wang D., Mei L., Zhou N., Liu Y., Qin L., Zhao H.;Guo, Man (58813187500) | Wang, Di (58813011600) | Mei, Lin (58026522600) | Zhou, Nan (57286089200) | Liu, Yuan (58813011700) | Qin, Long (58813187600) | Zhao, Haibin (58813097400);58813187500 | 58813011600 | 58026522600 | 57286089200 | 58813011700 | 58813187600 | 58813097400;Design and Research of Intelligent Operation and Maintenance Monitoring Platform for Database System;2023;Proceedings - 2023 2nd International Conference on Data Analytics, Computing and Artificial Intelligence, ICDACAI 2023;;;;637;641;;10.1109/icdacai59742.2023.00127;10.1109/ICDACAI59742.2023.00127;https://www.scopus.com/pages/publications/85182402299?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85183094265;Okada T., Yamamoto T., Doi T., Koiwai K., Yamashita K.;Okada, Tomofumi (57222163023) | Yamamoto, Toru (55752352700) | Doi, Takayuki (57222357881) | Koiwai, Kazushige (25930409900) | Yamashita, Koji (59052947800);57222163023 | 55752352700 | 57222357881 | 25930409900 | 59052947800;Database-driven model predictive control system for online adaptation of an autonomous excavator to environmental conditions;2024;Control Engineering Practice;145;;105843;;;;10.1016/j.conengprac.2024.105843;10.1016/j.conengprac.2024.105843;https://www.scopus.com/pages/publications/85183094265?origin=resultslist;Article;Final;All Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-85186272117;Marti-Puig P., Blanco-M A., Cusidó J., Solé-Casals J.;Marti-Puig, Pere (15022594500) | Blanco-M, Alejandro (57219202728) | CusidÃ³, Jordi (55664590200) | SolÃ©-Casals, Jordi (14018739300);15022594500 | 57219202728 | 55664590200 | 14018739300;Wind turbine database for intelligent operation and maintenance strategies;2024;Scientific Data;11;1;255;;;;10.1038/s41597-024-03067-9;10.1038/s41597-024-03067-9;https://www.scopus.com/pages/publications/85186272117?origin=resultslist;Data paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85186450519;Sielaff S.;Sielaff, Steven (58914467800);58914467800;INTRODUCING THE Texas Oral History DATABASE;2024;Computers in Libraries;44;2;;23;26;;;;https://www.scopus.com/pages/publications/85186450519?origin=resultslist;Note;Final;;Scopus
